"row ID","First(compound_chembl_id)","First(standard_type)","First*(standard_value)","First(standard_units)","First(target_chembl_id)","First(organism)","First(pref_name)","a_acc","a_acid","a_aro","a_base","a_count","a_don","a_donacc","a_heavy","a_hyd","a_nB","a_nBr","a_nC","a_nCl","a_nF","a_nH","a_nI","a_nN","a_nO","a_nP","a_nS","b_1rotN","b_1rotR","b_ar","b_count","b_double","b_heavy","b_rotN","b_rotR","b_single","b_triple","chiral","chiral_u","FCharge","h_logD","h_logP","h_logS","h_mr","KierFlex","lip_acc","lip_don","lip_druglike","lip_violation","mutagenic","reactive","rings","TPSA","vdw_area","vdw_vol","vsa_acc","vsa_don","vsa_hyd","Weight","SMI (Canonical)"
"Row384178_Row327369_Row384678_Row384178","CHEMBL3699477","IC50",9.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",5,0,11,0,48,2,7,27,15,0,0,18,0,0,21,0,5,3,0,1,5,0.1724138,11,50,1,29,6,0.20689656,37,1,2,2,0,1.4798982,1.4800911,-3.9504213,10.433899,4.4167929,8,3,1,0,0,0,3,130.87,370.65454,487.0975,72.746971,23.425066,200.15276,387.46399,"CS(=O)(=O)c1ccc(Nc2nn(C3CCCCC3C#N)cc2C(N)=O)cc1"
"Row384183_Row327370_Row384683_Row384183","CHEMBL3699462","IC50",82.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",5,0,11,0,45,2,7,26,14,0,0,17,0,0,19,0,5,3,0,1,5,0.17857143,11,47,1,28,6,0.21428572,34,1,2,2,0,0.97631353,0.97650272,-3.6236818,9.9795122,3.9855783,8,3,1,0,0,0,3,130.87,353.42245,462.6683,72.746971,23.425066,184.34427,373.43698,"CS(=O)(=O)c1ccc(Nc2nn(C3CCCC3C#N)cc2C(N)=O)cc1"
"Row384184_Row323841_Row384684_Row384184","CHEMBL3234884","IC50",16.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",4,0,17,0,40,2,6,25,16,0,0,17,0,0,15,0,3,3,0,2,5,0.18518518,17,42,1,27,5,0.18518518,24,0,0,0,0,2.6500988,2.6502287,-4.8299561,10.093052,4.1605692,6,3,1,0,0,0,3,102.15,342.47998,449.25433,51.266022,23.425066,219.37448,373.457,"CS(=O)(=O)c1ccc(Nc2sc(-c3ccccc3)cc2C(N)=O)nc1"
"Row384195_Row303034_Row384695_Row384195","CHEMBL3645082","IC50",600.24,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",6,0,17,0,61,2,8,36,25,0,0,25,0,2,25,0,5,3,0,1,7,0.175,17,65,2,40,7,0.175,46,0,0,0,0,1.0153904,3.6303306,-6.2276216,13.466449,5.7400508,8,2,1,1,0,0,5,98.139999,457.14563,632.53656,49.623894,5.6825762,340.25369,513.56897,"CS(=O)(=O)c1ccc(OCC(F)F)c(-c2cccn3nc(Nc4ccc5c(c4)CCNCC5)nc23)c1"
"Row384704_Row319926_Row385204_Row384704","CHEMBL1934342","IC50",0.22,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",6,0,17,0,64,2,8,36,23,0,0,26,0,0,28,0,6,3,0,1,6,0.15000001,17,68,3,40,7,0.175,48,0,0,0,0,2.5632958,3.1229217,-6.135622,14.113266,5.3731332,9,3,1,1,0,0,5,122.15,480.8093,657.48584,60.687061,23.425066,312.89383,504.61499,"CS(=O)(=O)c1ccc(-c2ccc3cnc(Nc4ccc(C5CCN(CC(N)=O)CC5)cc4)nn23)cc1"
"Row384724_Row369502_Row385224_Row384724","CHEMBL2062792","IC50",47.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",4,0,11,0,32,1,5,20,11,0,0,13,0,0,12,0,4,2,0,1,2,0.090909094,11,34,2,22,2,0.090909094,21,0,0,0,0,1.1263835,1.1344866,-3.265799,7.8023582,2.3548377,6,2,1,0,1,0,3,90.870003,266.64883,350.03494,47.12014,17.742489,155.13667,288.33099,"CS(=O)(=O)c1ccc(-c2cccn3nc(N)nc23)cc1"
"Row384732_Row303122_Row385232_Row384732","CHEMBL2414535","IC50",53.4,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",6,0,17,0,57,1,7,34,21,0,0,24,0,0,23,0,5,4,0,1,6,0.15789473,17,61,3,38,6,0.15789473,41,0,0,0,0,3.2248323,3.2259493,-6.0132489,13.079199,4.7492356,9,1,1,0,0,0,5,106.42,445.93539,604.61749,63.190815,5.6825762,311.99469,477.54498,"CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4ccc(C(=O)N5CCOCC5)cc4)nc23)cc1"
"Row384750_Row303147_Row385250_Row384750","CHEMBL2062796","IC50",1.5,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",4,0,17,0,42,1,5,26,17,0,0,19,0,0,16,0,4,2,0,1,4,0.13793103,17,45,2,29,4,0.13793103,26,0,0,0,0,3.5395458,3.5410993,-5.4027195,10.29119,3.1907122,6,1,1,0,0,0,4,76.879997,340.81659,466.6246,47.12014,5.6825762,240.87869,364.42899,"CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4ccccc4)nc23)cc1"
"Row385051_Row446546_Row385551_Row385051","CHEMBL3889706","IC50",10.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",6,0,6,0,48,3,9,28,16,0,0,18,0,1,20,0,5,3,0,1,4,0.13333334,6,50,3,30,5,0.16666667,40,1,2,2,0,1.7503309,1.3905866,-3.9450684,10.475034,4.7745509,8,3,1,0,0,0,3,129.64,376.5152,490.74792,55.441589,9.4210396,205.27374,405.45398,"CS(=O)(=O)c1ccc(N=c2[nH]n(C3CCCCC3C#N)cc2C(=N)O)cc1F"
"Row385087_Row361_Row385587_Row385087","CHEMBL3943618","IC50",0.55,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",6,0,15,0,48,2,8,28,15,0,0,19,0,0,20,0,6,2,0,1,5,0.16129032,16,51,0,31,6,0.19354838,34,1,1,1,0,0.82936537,0.8470524,-3.9562888,10.849606,3.9050801,8,1,1,0,0,0,4,95.080002,390.64493,506.59485,43.381676,0.0,254.42566,396.47501,"C#CCN(c1ccc(S(C)(=O)=O)cn1)C1CCN(c2ncnc3[nH]ccc23)C1"
"Row385367_Row319928_Row385867_Row385367","CHEMBL1934343","IC50",0.52,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",6,0,17,0,64,2,8,36,23,0,0,26,0,0,28,0,6,3,0,1,6,0.15000001,17,68,3,40,7,0.175,48,0,0,0,0,2.5828507,3.1424804,-6.1492019,14.113176,5.3731332,9,3,1,1,0,0,5,122.15,480.8093,657.48584,60.687061,23.425066,312.89383,504.61499,"CS(=O)(=O)c1cccc(-c2ccc3cnc(Nc4ccc(C5CCN(CC(N)=O)CC5)cc4)nn23)c1"
"Row385380_Row303175_Row385880_Row385380","CHEMBL2062795","IC50",8.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",4,0,17,0,42,1,5,26,17,0,0,19,0,0,16,0,4,2,0,1,4,0.13793103,17,45,2,29,4,0.13793103,26,0,0,0,0,3.5579276,3.5594084,-5.415123,10.291173,3.1907122,6,1,1,0,0,0,4,76.879997,340.81659,466.6246,47.12014,5.6825762,240.87869,364.42899,"CS(=O)(=O)c1cccc(-c2cccn3nc(Nc4ccccc4)nc23)c1"
"Row386340_Row443151_Row386840_Row386340","CHEMBL3912919","Ki",0.51,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",8,0,16,0,68,1,9,41,26,0,0,26,1,2,27,0,8,3,0,1,11,0.24444444,16,72,4,45,11,0.24444444,52,0,0,0,0,3.9182687,4.245914,-7.4436946,15.34149,7.9071102,11,1,0,2,0,0,5,113.37,561.40143,716.94489,46.277908,0.0,421.13602,605.07001,"CSCCN1CCN(C(=O)Cn2cc(N=C(O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1"
"Row386354_Row443241_Row386854_Row386354","CHEMBL3958243","Ki",0.32,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",7,0,16,0,57,2,9,35,23,0,0,22,1,2,22,0,7,2,0,1,11,0.28947368,16,60,3,38,11,0.28947368,41,0,0,0,0,3.505127,4.2248344,-6.7260051,13.215501,7.2363491,9,2,0,2,0,0,4,101.85,478.47162,612.42676,32.710987,0.0,360.23749,521.97998,"CSCCNCCn1cc(N=C(O)c2cnn3cccnc23)c(-c2cc(Cl)ccc2OC(F)F)n1"
"Row386363_Row443236_Row386863_Row386363","CHEMBL3945907","Ki",1.29,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",8,0,16,0,63,2,10,39,24,0,0,24,1,2,24,0,7,4,0,1,13,0.30952382,16,66,4,42,14,0.33333334,46,0,0,0,0,4.3202291,4.0355096,-6.9628434,14.442876,8.6048336,11,2,0,2,0,0,4,128.14999,532.73285,673.12537,46.277908,0.0,382.29596,580.01599,"CSCCOC(=O)CNCCn1cc(N=C(O)c2cnn3cccnc23)c(-c2cc(Cl)ccc2OC(F)F)n1"
"Row387873_Row443246_Row388373_Row387873","CHEMBL3935161","Ki",0.31,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",7,0,22,0,64,2,9,40,28,0,0,27,1,2,24,0,7,2,0,1,11,0.25,22,68,3,44,11,0.25,43,0,0,0,0,5.128849,5.7800465,-8.3124876,15.253756,7.2875295,9,2,0,2,0,0,5,101.85,531.73773,702.9715,32.710987,0.0,412.08005,584.05096,"CSc1ccc(CNCCn2cc(N=C(O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)cc1"
"Row388421_Row402743_Row388921_Row388421","CHEMBL3958836","IC50",50.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",7,0,20,0,65,2,9,38,25,0,0,27,0,1,27,0,8,1,0,1,7,0.1627907,21,70,1,43,8,0.18604651,47,1,0,0,0,3.1509426,3.1853878,-6.7983737,14.652512,5.0842519,9,1,1,1,0,0,6,106.73,497.62823,679.94153,46.413025,0.0,349.03995,530.63202,"CSc1ccc(C(=O)N2CCC(N3CC(CC#N)(n4cc(-c5ncnc6[nH]ccc56)cn4)C3)CC2)cc1F"
"Row389705_Row264699_Row390205_Row389705","CHEMBL3665194","IC50",0.223,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",7,0,15,0,49,3,10,29,15,0,0,19,0,0,20,0,8,1,0,1,6,0.1875,16,52,1,32,7,0.21875,34,1,1,1,0,0.93801475,1.1394683,-4.6170464,11.328962,4.3018332,9,2,1,0,0,0,4,123.48,391.34445,517.6084,48.35714,5.6825762,238.18384,408.48999,"CSc1ncc(-c2cnc3[nH]ccc3n2)c(NC2CCCN(C(=O)CC#N)C2)n1"
"Row389706_Row264702_Row390206_Row389706","CHEMBL3665185","IC50",0.139,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",7,0,15,0,49,3,10,28,15,0,0,17,0,0,21,0,7,2,0,2,5,0.16129032,16,52,0,31,5,0.16129032,36,0,1,1,0,-0.056460015,0.14432304,-3.9523008,11.14545,5.0507369,9,2,1,0,0,0,4,116.76,385.19595,505.22211,49.064251,5.6825762,253.75984,419.534,"CSc1ncc(-c2cnc3[nH]ccc3n2)c(NC2CCCN(S(C)(=O)=O)C2)n1"
"Row389707_Row264700_Row390207_Row389707","CHEMBL3665183","IC50",0.0764,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",7,0,15,0,58,3,10,31,18,0,0,20,0,0,27,0,7,2,0,2,7,0.20588236,16,61,0,34,7,0.20588236,45,0,1,1,0,0.78716701,0.98795092,-4.7169518,12.508607,6.2347898,9,2,1,0,0,0,4,116.76,438.23727,578.50964,49.064251,5.6825762,301.18533,461.61499,"CSc1ncc(-c2cnc3[nH]ccc3n2)c(NC2CCCN(S(=O)(=O)CC(C)C)C2)n1"
"Row389708_Row264701_Row390208_Row389708","CHEMBL3665188","IC50",0.0293,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",7,0,15,0,64,3,10,33,20,0,0,22,0,0,31,0,7,2,0,2,7,0.19444445,16,67,0,36,8,0.22222222,51,0,1,1,0,2.0358436,2.2366283,-5.4727249,13.417378,6.7082362,9,2,1,0,0,0,4,116.76,482.7478,627.36798,49.064251,5.6825762,344.19373,489.66901,"CSc1ncc(-c2cnc3[nH]ccc3n2)c(NC2CCCN(S(=O)(=O)CCC(C)(C)C)C2)n1"
"Row391547_Row443223_Row392047_Row391547","CHEMBL3925409","Ki",1.37,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",7,0,16,0,56,1,8,34,22,0,0,22,1,2,22,0,7,2,0,0,8,0.21621622,16,59,3,37,8,0.21621622,40,0,1,1,0,3.2552729,4.2683945,-6.4128194,12.564277,5.6470809,9,1,1,1,0,0,4,93.059998,464.80573,591.65967,32.710987,0.0,354.61572,489.914,"CC(Cn1cc(N=C(O)c2cnn3cccnc23)c(-c2cc(Cl)ccc2OC(F)F)n1)N(C)C"
"Row391723_Row332081_Row392223_Row391723","CHEMBL2208032","IC50",327.7,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",5,0,18,0,57,3,8,31,21,0,0,23,0,0,26,0,6,2,0,0,6,0.17647059,18,60,1,34,7,0.20588236,41,0,1,1,0,2.1728611,2.5609534,-4.8883824,12.115034,4.6656766,8,4,1,0,0,0,4,105.4,425.53406,574.76343,27.435829,11.365152,312.40668,418.50098,"CC(N)C(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1"
"Row392387_Row218805_Row392887_Row392387","CHEMBL2376437","IC50",194.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",5,0,15,0,56,4,9,31,19,0,0,23,0,0,25,0,5,3,0,0,6,0.17142858,16,60,2,35,8,0.22857143,42,0,2,2,0,2.1990085,2.1990147,-4.9376211,11.826017,3.7634485,8,3,1,0,0,0,5,109.0,381.78088,557.56244,32.816418,11.365152,247.46671,419.48499,"CC(=O)NC1CCc2ccc(Oc3cnc4[nH]cc(C(=O)NC(C)C5CC5)c4n3)cc21"
"Row392389_Row218741_Row392889_Row392389","CHEMBL2325894","IC50",37.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",6,0,9,0,43,3,9,25,13,0,0,17,0,0,18,0,6,2,0,0,5,0.17857143,10,46,2,28,7,0.25,33,1,1,1,0,0.26472804,0.267676,-3.2456863,9.2779789,2.6876788,8,2,1,0,0,0,4,114.77,314.16898,434.54388,50.558907,5.6825762,168.94774,338.371,"CC(NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(=O)N1CC(C#N)C1"
"Row392396_Row218758_Row392896_Row392396","CHEMBL2376143","IC50",3.3,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",6,0,18,0,53,3,9,33,20,0,0,23,1,0,20,0,7,2,0,0,5,0.13513513,20,57,2,37,7,0.1891892,34,1,1,1,0,3.0211508,3.0444224,-6.0209837,12.568162,3.8078434,9,2,1,0,0,0,5,119.7,427.26477,577.47485,50.558907,5.6825762,281.965,461.91299,"CC(NC(=O)c1c[nH]c2ncc(-c3cn(C)c4cc(Cl)ccc34)nc12)C(=O)N1CC(C#N)C1"
"Row392397_Row218760_Row392897_Row392397","CHEMBL2376159","IC50",57.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",7,0,14,0,49,3,10,32,17,0,0,21,1,0,17,0,8,2,0,0,5,0.1388889,15,53,4,36,7,0.19444445,33,1,1,1,0,1.5170645,2.2669899,-5.6363115,11.988073,3.5697281,10,2,1,0,0,0,5,132.59,408.177,543.97015,56.241482,5.6825762,248.13945,448.87399,"CC(NC(=O)c1c[nH]c2ncc(-c3cnc4cc(Cl)ccn34)nc12)C(=O)N1CC(C#N)C1"
"Row392398_Row218763_Row392898_Row392398","CHEMBL2376158","IC50",37.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",7,0,14,0,49,3,10,33,18,0,0,21,0,2,16,0,8,2,0,0,5,0.13513513,15,53,4,37,7,0.1891892,33,1,1,1,0,1.9082243,1.9208257,-5.3242869,11.665858,3.3394344,10,2,1,0,0,0,5,132.59,399.41397,534.29871,56.241482,5.6825762,226.48827,450.409,"CC(NC(=O)c1c[nH]c2ncc(-c3ncn4cc(F)cc(F)c34)nc12)C(=O)N1CC(C#N)C1"
"Row392399_Row218761_Row392899_Row392399","CHEMBL2376157","IC50",5.9,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",7,0,14,0,49,3,10,32,17,0,0,21,0,1,17,0,8,2,0,0,5,0.1388889,15,53,4,36,7,0.19444445,33,1,1,1,0,1.5785989,1.600199,-5.0416498,11.606788,3.184634,10,2,1,0,0,0,5,132.59,395.00479,531.15643,56.241482,5.6825762,221.36728,432.41901,"CC(NC(=O)c1c[nH]c2ncc(-c3ncn4cc(F)ccc34)nc12)C(=O)N1CC(C#N)C1"
"Row392400_Row218764_Row392900_Row392400","CHEMBL2376152","IC50",56.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",7,0,18,0,52,3,10,34,20,0,0,22,1,1,18,0,8,2,0,0,5,0.13157895,20,56,2,38,7,0.18421052,33,1,1,1,0,2.7090337,2.7111728,-6.047925,12.507573,3.9360397,10,2,1,0,0,0,5,132.59,424.57471,570.72949,59.979946,5.6825762,271.27747,480.89099,"CC(NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(Cl)cc(F)c34)nc12)C(=O)N1CC(C#N)C1"
"Row392402_Row218785_Row392902_Row392402","CHEMBL2376147","IC50",12.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",7,0,18,0,52,3,10,33,19,0,0,22,0,1,19,0,8,2,0,0,5,0.13513513,20,56,2,37,7,0.1891892,33,1,1,1,0,1.9289806,1.9316201,-5.305542,12.073582,3.3821504,10,2,1,0,0,0,5,132.59,406.99332,554.77356,59.979946,5.6825762,252.98427,446.44598,"CC(NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(F)ccc34)nc12)C(=O)N1CC(C#N)C1"
"Row392403_Row218776_Row392903_Row392403","CHEMBL2376148","IC50",38.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",8,0,18,0,53,3,11,34,18,0,0,23,0,0,19,0,9,2,0,0,5,0.13157895,20,57,2,38,8,0.21052632,33,2,1,1,0,1.9795847,1.9820943,-5.6897602,12.633087,3.3971546,11,2,1,1,0,0,5,156.38,426.31436,577.0614,77.722435,5.6825762,234.26334,453.466,"CC(NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C#N)ccc34)nc12)C(=O)N1CC(C#N)C1"
"Row392404_Row218773_Row392904_Row392404","CHEMBL2376151","IC50",13.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",7,0,18,0,64,3,10,36,22,0,0,26,0,0,28,0,8,2,0,0,5,0.125,20,68,2,40,8,0.2,45,1,1,1,0,3.8706632,3.8736038,-6.5368285,13.833039,4.0343666,10,2,1,0,0,0,5,132.59,482.90387,649.34802,59.979946,5.6825762,322.48868,484.564,"CC(NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C(C)(C)C)ccc34)nc12)C(=O)N1CC(C#N)C1"
"Row392405_Row218775_Row392905_Row392405","CHEMBL2376150","IC50",15.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",7,0,18,0,59,3,10,35,21,0,0,25,0,0,24,0,8,2,0,0,6,0.15000001,20,64,2,40,8,0.2,41,1,1,1,0,2.8132288,2.8161659,-6.0103216,13.208824,3.5198503,10,2,1,0,0,0,6,132.59,427.00192,611.02277,59.979946,5.6825762,268.08887,468.521,"CC(NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(C5CC5)ccc34)nc12)C(=O)N1CC(C#N)C1"
"Row392406_Row218766_Row392906_Row392406","CHEMBL2376145","IC50",28.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",7,0,18,0,52,3,10,33,19,0,0,22,1,0,19,0,8,2,0,0,5,0.13513513,20,56,2,37,7,0.1891892,33,1,1,1,0,2.4821539,2.485791,-5.8231802,12.447961,3.7757244,10,2,1,0,0,0,5,132.59,420.16553,567.58728,59.979946,5.6825762,266.15649,462.901,"CC(NC(=O)c1c[nH]c2ncc(-c3nn(C)c4ccc(Cl)cc34)nc12)C(=O)N1CC(C#N)C1"
"Row392407_Row218789_Row392907_Row392407","CHEMBL2376146","IC50",20.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",7,0,18,0,52,3,10,32,18,0,0,22,0,0,20,0,8,2,0,0,5,0.1388889,20,56,2,36,7,0.19444445,33,1,1,1,0,1.8523829,1.8553354,-5.1880088,12.015493,3.2268095,10,2,1,0,0,0,5,132.59,402.58411,551.63135,59.979946,5.6825762,247.86328,428.45599,"CC(NC(=O)c1c[nH]c2ncc(-c3nn(C)c4ccccc34)nc12)C(=O)N1CC(C#N)C1"
"Row392408_Row218792_Row392908_Row392408","CHEMBL2376156","IC50",83.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",7,0,18,0,49,3,10,32,17,0,0,21,1,0,17,0,8,2,0,0,5,0.1388889,20,53,2,36,7,0.19444445,30,1,1,1,0,2.6579261,2.6579444,-5.8454604,11.98884,3.5697281,10,2,1,0,0,0,5,132.59,402.93344,543.15808,59.979946,5.6825762,239.15742,448.87399,"CC(NC(=O)c1c[nH]c2ncc(-n3ncc4cc(Cl)ccc43)nc12)C(=O)N1CC(C#N)C1"
"Row392795_Row322292_Row393295_Row392795","CHEMBL3359907","IC50",30.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",2,0,5,0,39,2,4,19,12,0,0,14,0,0,20,0,4,1,0,0,3,0.15000001,5,40,3,20,4,0.2,32,0,1,1,0,1.890769,1.8908514,-3.0600808,7.6673551,2.3878634,5,3,1,0,0,0,2,72.410004,292.84006,369.08734,22.987961,23.425066,191.85748,260.341,"CC(Nc1c(C(N)=O)cnn2cccc12)C(C)(C)C"
"Row392825_Row369530_Row393325_Row392825","CHEMBL570206","IC50",8.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",4,0,17,0,42,2,6,26,14,0,0,18,1,0,16,0,7,0,0,0,4,0.13793103,17,45,2,29,4,0.13793103,26,0,1,1,0,2.7128842,2.8243206,-5.112617,10.260348,3.0917888,7,3,1,0,1,0,4,94.010002,343.50568,464.43961,26.468767,23.425066,196.47679,365.828,"CC(Nc1cc(-c2c(N)nn3cccnc23)ncn1)c1ccc(Cl)cc1"
"Row392826_Row369534_Row393326_Row392826","CHEMBL583895","IC50",0.2,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",4,0,17,0,42,2,6,26,14,0,0,18,0,1,16,0,7,0,0,0,4,0.13793103,17,45,2,29,4,0.13793103,26,0,1,1,0,2.0684676,2.1787486,-4.5398865,9.8844633,2.6823463,7,3,1,0,1,0,4,94.010002,330.33347,451.62592,26.468767,23.425066,183.30458,349.37299,"CC(Nc1cc(-c2c(N)nn3cccnc23)ncn1)c1ccc(F)cc1"
"Row392827_Row369535_Row393327_Row392827","CHEMBL568816","IC50",1.4,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",4,0,17,0,42,2,6,25,13,0,0,18,0,0,17,0,7,0,0,0,4,0.14285715,17,45,2,28,4,0.14285715,26,0,1,1,0,2.0201225,2.1311648,-4.4436798,9.8256493,2.5277057,7,3,1,0,1,0,4,94.010002,325.92426,448.48367,26.468767,23.425066,178.18359,331.383,"CC(Nc1cc(-c2c(N)nn3cccnc23)ncn1)c1ccccc1"
"Row392847_Row302061_Row393347_Row392847","CHEMBL569721","IC50",50.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",7,0,17,0,42,4,11,26,12,0,0,16,0,1,16,0,9,0,0,0,5,0.17857143,17,44,0,28,6,0.21428572,26,1,1,1,0,1.4145514,1.4137728,-4.1958194,9.6876125,3.1800451,9,3,1,0,0,0,3,128.09,346.57565,444.82156,40.472794,11.365152,192.36053,353.36499,"Cc1cc(Nc2nc(NC(C)c3ncc(F)cn3)c(C#N)nc2C)n[nH]1"
"Row392872_Row328110_Row393372_Row392872","CHEMBL1835138","IC50",79.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",3,0,18,0,50,3,6,28,19,0,0,21,0,0,22,0,6,1,0,0,5,0.15625,20,54,1,32,5,0.15625,33,0,1,1,0,2.1334248,2.2050838,-4.635613,10.980619,2.6713109,7,4,1,0,1,0,5,101.62,344.96774,506.43726,28.670536,29.107641,236.5988,374.448,"CC(Nc1ncc(C(N)=O)c2[nH]c3cc(-c4cnn(C)c4)ccc3c12)C1CC1"
"Row392873_Row328018_Row393373_Row392873","CHEMBL1835021","IC50",210.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",2,0,13,0,45,3,5,24,17,0,0,18,0,1,21,0,4,1,0,0,3,0.11538462,15,47,1,26,4,0.15384616,31,0,1,1,0,2.4518609,2.5112865,-4.0623002,9.3423491,2.7383449,5,4,1,0,1,0,3,83.800003,329.90359,443.44308,19.249496,29.107641,233.01254,328.39099,"CC(Nc1ncc(C(N)=O)c2[nH]c3ccc(F)cc3c12)C(C)(C)C"
"Row392897_Row284760_Row393397_Row392897","CHEMBL375076","IC50",49.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",4,0,21,0,40,1,5,24,15,0,0,18,0,0,16,0,6,0,0,0,4,0.14814815,22,43,0,27,4,0.14814815,21,0,1,1,0,2.8604116,2.8810887,-4.7878666,9.4666119,2.456331,6,1,1,0,0,0,4,68.519997,317.09943,434.62436,22.730305,5.6825762,223.27362,316.36798,"CC(Nc1nccc(-n2cnc3ccncc32)n1)c1ccccc1"
"Row394703_Row302076_Row395203_Row394703","CHEMBL571526","IC50",108.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",6,0,17,0,42,3,9,26,14,0,0,17,0,1,16,0,7,1,0,0,5,0.17857143,17,44,0,28,6,0.21428572,26,1,1,1,0,2.4753189,2.4746859,-4.6972628,9.6504221,3.3711777,8,2,1,0,0,0,3,112.4,345.69711,448.27139,34.790218,5.6825762,212.13655,353.36099,"Cc1cc(Nc2nc(OC(C)c3ccc(F)cn3)c(C#N)nc2C)n[nH]1"
"Row395638_Row239476_Row396138_Row395638","CHEMBL1630789","IC50",510.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",5,0,14,0,50,3,8,27,14,0,0,18,0,0,23,0,7,1,0,1,4,0.13333334,15,53,1,30,5,0.16666667,37,0,2,2,0,1.5692236,1.5873339,-4.407464,10.813401,3.9076834,8,2,1,0,0,0,4,90.040001,382.3096,500.1908,27.324703,5.6825762,227.53215,385.496,"Cc1cc(NC(=O)N2CCC(C)C(N(C)c3ncnc4[nH]ccc34)C2)sn1"
