"row ID","First(compound_chembl_id)","First(standard_type)","First*(standard_value)","First(standard_units)","First(target_chembl_id)","First(organism)","First(pref_name)","a_acc","a_acid","a_aro","a_base","a_count","a_don","a_donacc","a_heavy","a_hyd","a_nB","a_nBr","a_nC","a_nCl","a_nF","a_nH","a_nI","a_nN","a_nO","a_nP","a_nS","b_1rotN","b_1rotR","b_ar","b_count","b_double","b_heavy","b_rotN","b_rotR","b_single","b_triple","chiral","chiral_u","FCharge","h_logD","h_logP","h_logS","h_mr","KierFlex","lip_acc","lip_don","lip_druglike","lip_violation","mutagenic","reactive","rings","TPSA","vdw_area","vdw_vol","vsa_acc","vsa_don","vsa_hyd","Weight","SMI (Canonical)"
"Row1108_Row402583_Row1608_Row1108","CHEMBL3976063","IC50",10.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",7,0,20,0,63,2,9,39,26,0,2,28,0,0,24,0,8,1,0,0,6,0.13636364,21,68,1,44,8,0.18181819,44,2,0,0,0,5.2594004,5.2667046,-8.4664688,15.424644,5.9583192,9,1,0,2,0,0,6,117.63,536.57367,722.46796,58.472939,0.0,382.55188,648.36298,"N#CCC1(n2cc(-c3c(C#N)cnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)c3cc(Br)cc(Br)c3)CC2)C1"
"Row1130_Row402831_Row1630_Row1130","CHEMBL3900462","IC50",10.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",8,0,20,0,61,2,10,36,22,0,2,25,0,0,25,0,9,0,0,0,6,0.14634146,21,66,0,41,7,0.17073171,44,1,0,0,0,2.1448474,3.5870566,-7.1496801,14.393161,5.9984827,9,1,1,1,0,0,6,102.55,504.33871,677.70789,38.528683,0.0,364.52142,611.34601,"N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(Cc3cc(Br)nc(Br)c3)CC2)C1"
"Row1131_Row402832_Row1631_Row1131","CHEMBL3897688","IC50",10.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",8,0,20,0,61,2,10,35,22,0,1,25,0,0,26,0,9,0,0,0,6,0.15000001,21,66,0,40,7,0.175,44,1,0,0,0,1.1614268,2.6278949,-6.2174139,13.776165,4.977273,9,1,1,1,0,0,6,102.55,474.98193,648.72034,38.528683,0.0,341.19611,532.45001,"N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(Cc3ccnc(Br)c3)CC2)C1"
"Row1256_Row402574_Row1756_Row1256","CHEMBL3978536","IC50",10.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",7,0,20,0,63,2,9,39,26,0,2,28,0,0,24,0,8,1,0,0,6,0.13636364,21,68,1,44,8,0.18181819,44,2,0,0,0,5.293107,5.3003721,-8.4914179,15.425752,5.9583192,9,1,0,2,0,0,6,117.63,536.57367,722.46796,58.472939,0.0,382.55188,648.36298,"N#CCC1(n2cc(-c3c(C#N)cnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)c3cc(Br)ccc3Br)CC2)C1"
"Row3485_Row402760_Row3985_Row3485","CHEMBL3984476","IC50",10.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",7,0,20,0,61,2,9,36,23,0,1,26,0,0,25,0,8,1,0,0,6,0.14634146,21,66,1,41,7,0.17073171,43,1,0,0,0,3.3918648,3.4261208,-6.7262864,14.069124,4.796474,9,1,1,1,0,0,6,106.73,481.63098,658.97473,46.413025,0.0,334.46628,545.44501,"N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)c3cccc(Br)c3)CC2)C1"
"Row4297_Row240019_Row4797_Row4297","CHEMBL3965587","IC50",10.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",7,0,19,0,60,3,10,36,22,0,1,24,0,0,24,0,9,1,0,1,6,0.14634146,20,65,1,41,8,0.19512194,43,1,0,0,0,2.6172962,2.6516011,-6.5272279,14.249378,5.3549242,10,2,1,1,0,0,6,118.76,490.04108,654.68811,46.413025,5.6825762,331.05304,566.48798,"N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)Nc3cscc3Br)CC2)C1"
"Row4508_Row402654_Row5008_Row4508","CHEMBL3966319","IC50",10.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",7,0,19,0,58,2,9,35,22,0,1,24,0,0,23,0,8,1,0,1,6,0.15000001,20,63,1,40,7,0.175,41,1,0,0,0,3.4225373,3.4572451,-6.9259043,13.891685,5.1226163,9,1,1,1,0,0,6,106.73,472.30316,638.401,46.413025,0.0,326.56204,551.47302,"N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)c3ccsc3Br)CC2)C1"
"Row4515_Row308_Row5015_Row4515","CHEMBL3942396","IC50",0.55,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",5,0,9,0,44,2,7,23,14,0,0,17,0,0,21,0,5,1,0,0,4,0.15384616,10,47,0,26,5,0.1923077,36,1,2,2,0,0.26368836,0.30325419,-2.6705637,8.840826,3.1021144,6,1,1,0,0,0,4,57.279999,317.59741,431.65906,8.1863317,0.0,233.56505,311.38901,"C#CCN(C1CCOC1)C1CCN(c2ncnc3[nH]ccc23)C1"
"Row4813_Row404464_Row5313_Row4813","CHEMBL604695","Ki",1000.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",2,0,21,0,41,3,5,24,20,0,0,21,0,0,17,0,3,0,0,0,2,0.071428575,22,45,0,28,2,0.071428575,23,0,1,1,0,3.9399219,3.9620051,-5.2428989,9.6655312,2.0267429,3,2,1,1,0,0,5,40.709999,283.99612,446.3392,0.0,5.6825762,238.93425,311.388,"c1ccc(CC2Nc3ccccc3-c3ccnc4[nH]cc2c34)cc1"
"Row5154_Row413034_Row5654_Row5154","CHEMBL2181083","IC50",48.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",6,0,18,0,67,1,7,35,27,0,0,28,0,0,32,0,4,3,0,0,4,0.1025641,18,71,1,39,4,0.1025641,52,0,0,0,0,1.9982969,3.7532027,-5.9127674,13.656043,6.379581,7,1,1,1,0,0,5,68.739998,475.05511,666.297,18.876421,5.6825762,409.67557,472.58899,"C1=CCOCc2cccc(c2)-c2ccnc(n2)Nc2cc(cc(OCCN3CCCC3)c2)COC1"
"Row5196_Row412693_Row5696_Row5196","CHEMBL2181330","IC50",23.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",6,0,18,0,67,1,7,35,27,0,0,28,0,0,32,0,4,3,0,0,4,0.1025641,18,71,1,39,4,0.1025641,52,0,0,0,0,1.945912,3.7156751,-5.8967557,13.654664,6.379581,7,1,1,1,0,0,5,68.739998,475.05511,666.297,18.876421,5.6825762,409.67557,472.58899,"C1=CCOCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cccc(c2)COC1"
"Row5263_Row412691_Row5763_Row5263","CHEMBL2181331","IC50",15.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",6,0,18,0,70,1,7,36,28,0,0,29,0,0,34,0,4,3,0,0,4,0.1,18,74,1,40,4,0.1,55,0,0,0,0,2.0929461,3.9689023,-6.1245232,14.10905,6.8629904,7,1,1,1,0,0,5,68.739998,492.2872,690.7262,18.876421,5.6825762,425.48407,486.616,"C1=CCOCc2cc(ccc2OCCN2CCCCC2)Nc2nccc(n2)-c2cccc(c2)COC1"
"Row5395_Row413035_Row5895_Row5395","CHEMBL2181084","IC50",96.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",7,0,18,0,68,1,8,36,27,0,0,28,0,0,32,0,4,4,0,0,4,0.1,18,72,1,40,4,0.1,53,0,0,0,0,2.9573765,3.2483406,-5.5941644,13.836139,6.8629904,8,1,1,0,0,0,5,77.970001,490.05884,676.95837,21.380177,5.6825762,422.17554,488.58798,"C1=CCOCc2cccc(c2)-c2ccnc(n2)Nc2cc(cc(OCCN3CCOCC3)c2)COC1"
"Row6588_Row403851_Row7088_Row6588","CHEMBL2392501","Ki",40.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",5,0,18,0,45,2,7,25,18,0,0,19,0,0,20,0,6,0,0,0,3,0.10344828,20,49,0,29,3,0.10344828,29,0,1,1,0,1.5914408,2.1625652,-4.4473777,9.8322573,2.629096,6,1,1,0,1,0,5,62.630001,314.2149,457.88605,22.580544,0.0,252.48122,332.41098,"c1ccc(CN2CCCC(n3nnc4cnc5[nH]ccc5c43)C2)cc1"
"Row8408_Row403833_Row8908_Row8408","CHEMBL2152306","Ki",250.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",4,0,12,0,33,3,7,18,11,0,0,13,0,0,15,0,5,0,0,0,1,0.047619049,14,36,0,21,1,0.047619049,22,0,0,0,0,-1.2454958,0.80192184,-2.6421299,7.0394635,1.6577815,5,2,1,0,1,0,4,58.529999,225.04208,327.56689,5.6825762,0.0,150.93069,241.29799,"c1cc2c(ncc3ncn(C4CCNCC4)c32)[nH]1"
"Row8410_Row403849_Row8910_Row8410","CHEMBL2392494","Ki",669.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",5,0,12,0,32,3,8,18,11,0,0,12,0,0,14,0,6,0,0,0,1,0.047619049,14,35,0,21,1,0.047619049,21,0,0,0,0,-1.5973752,0.29309982,-2.5058796,6.919353,1.6315759,6,2,1,0,1,0,4,71.419998,216.43773,316.86722,22.580544,0.0,150.93069,242.286,"c1cc2c(ncc3nnn(C4CCNCC4)c32)[nH]1"
"Row8605_Row412711_Row9105_Row8605","CHEMBL2181316","IC50",230.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",4,0,18,0,45,1,5,26,20,0,0,21,0,0,19,0,3,2,0,0,0,0.0,18,48,1,29,0,0.0,29,0,0,0,0,3.8251097,3.8252635,-5.1804075,10.158171,3.5641534,5,1,1,0,0,0,4,56.27,340.26553,480.62457,16.372663,5.6825762,286.64307,345.40198,"C1=CCOc2cccc(c2)Nc2nccc(n2)-c2cccc(c2)OCC1"
"Row9216_Row397524_Row9716_Row9216","CHEMBL2181322","IC50",83.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",5,0,18,0,62,2,7,33,25,0,0,26,0,0,29,0,5,2,0,0,1,0.027027028,18,66,1,37,1,0.027027028,47,0,0,0,0,1.6322607,3.1468334,-5.4335046,12.904659,5.2663856,7,2,1,0,0,0,5,71.540001,443.32516,623.06439,16.372663,5.6825762,374.54065,443.55099,"C1=CCOCc2cc(ccc2N2CCNCC2)Nc2nccc(n2)-c2cccc(c2)COC1"
"Row9362_Row283996_Row9862_Row9362","CHEMBL1081138","IC50",33.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",3,0,21,0,49,2,5,28,21,0,0,22,0,0,21,0,5,1,0,0,4,0.125,22,53,0,32,4,0.125,31,0,0,0,0,3.337189,3.3377888,-5.1976652,11.022957,3.1390061,6,2,1,0,0,0,5,66.07,359.3931,514.68628,13.868908,11.365152,298.8067,371.444,"c1cc(-c2ccc3[nH]ccc3c2)nc(Nc2ccc(N3CCOCC3)cc2)n1"
"Row9363_Row283957_Row9863_Row9363","CHEMBL1080394","IC50",467.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",3,0,18,0,45,1,4,25,19,0,0,20,0,0,20,0,4,1,0,0,4,0.14285715,18,48,0,28,4,0.14285715,30,0,0,0,0,3.2724807,3.2727273,-4.7372298,9.9128485,3.2535675,5,1,1,0,0,0,4,50.279999,337.2381,469.33859,13.868908,5.6825762,285.40759,332.40698,"c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1"
"Row9384_Row412686_Row9884_Row9384","CHEMBL2181321","IC50",60.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",5,0,18,0,61,1,6,33,25,0,0,26,0,0,28,0,4,3,0,0,1,0.027027028,18,65,1,37,1,0.027027028,46,0,0,0,0,3.2750814,3.2753038,-5.4198651,12.752803,5.2663856,7,1,1,0,0,0,5,68.739998,440.59094,617.43866,18.876421,5.6825762,378.05859,444.535,"C1=CCOCc2cc(ccc2N2CCOCC2)Nc2nccc(n2)-c2cccc(c2)COC1"
"Row10034_Row404475_Row10534_Row10034","CHEMBL595305","Ki",750.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",2,0,15,0,28,3,5,17,13,0,0,14,0,0,11,0,3,0,0,0,0,0.0,16,31,0,20,0,0.0,15,0,0,0,0,2.1122165,2.1346855,-3.3508492,6.7526245,1.1143304,3,2,1,0,0,0,4,40.709999,196.26581,306.93616,0.0,5.6825762,155.4747,221.263,"c1ccc2c(c1)NCc1c[nH]c3nccc-2c13"
"Row13177_Row443291_Row13677_Row13177","CHEMBL3946737","Ki",0.38,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",9,0,16,0,70,2,11,41,26,0,0,27,1,2,29,0,8,3,0,0,10,0.22222222,16,74,4,45,10,0.22222222,54,0,0,0,0,2.69503,3.8121462,-6.8390841,15.131942,7.4942651,11,2,0,3,0,0,5,125.65,546.32538,717.88361,38.393562,0.0,395.14081,587.03101,"CC(O)=NCCCN1CCC(n2cc(N=C(O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1"
"Row13178_Row443290_Row13678_Row13178","CHEMBL3927535","Ki",0.17,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",9,0,11,0,74,5,14,42,25,0,0,27,1,2,32,0,9,3,0,0,11,0.24444444,11,77,6,45,11,0.24444444,60,0,0,0,0,-0.44202173,2.3168614,-5.8089762,15.61803,8.6366234,12,6,0,3,0,1,4,169.73,580.54449,744.03156,28.972525,23.425066,374.84131,604.06201,"CC(O)=NCCCN1CCC(n2cc(N=C(O)C(C(=N)N)=C3N=CC=CN3)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1"
"Row14672_Row443295_Row15172_Row14672","CHEMBL3904335","Ki",0.17,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",8,0,16,0,76,2,10,44,27,0,0,29,1,2,32,0,9,3,0,0,8,0.1632653,16,81,4,49,8,0.1632653,61,0,0,0,0,2.4474747,3.3637853,-7.0393744,16.245365,7.0519304,12,3,0,3,1,0,6,139.39,574.8299,768.62482,46.277908,17.742489,397.34933,628.08398,"CC(=O)N1CCC(N2CCC(n3cc(N=C(O)c4c(N)nn5cccnc45)c(-c4cc(Cl)ccc4OC(F)F)n3)CC2)CC1"
"Row14697_Row232972_Row15197_Row14697","CHEMBL3335677","IC50",226.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",5,0,9,0,40,4,9,22,10,0,0,14,0,0,18,0,6,2,0,0,3,0.125,10,42,2,24,5,0.20833333,30,0,0,0,0,-0.11688367,-0.11538581,-2.3732667,8.3127937,2.8310478,8,3,1,0,0,0,3,103.01,299.6459,390.43863,32.816418,11.365152,171.43106,302.33798,"CC(=O)N1CCC(NC(=O)Nc2cnc3[nH]ccc3n2)CC1"
"Row14721_Row264448_Row15221_Row14721","CHEMBL3665125","IC50",0.0765,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",5,0,15,0,45,3,8,25,15,0,0,18,0,0,20,0,6,1,0,0,4,0.14285715,16,48,1,28,4,0.14285715,31,0,0,0,0,1.3255767,1.3681432,-3.7920432,9.7131929,2.9367812,7,2,1,0,0,0,4,86.800003,328.52509,454.4418,24.932074,5.6825762,232.25565,336.39899,"CC(=O)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)CC1"
"Row14901_Row443296_Row15401_Row14901","CHEMBL3914617","Ki",0.13,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",8,0,16,0,79,2,10,45,28,0,0,30,1,2,34,0,9,3,0,0,9,0.18000001,16,84,4,50,9,0.18000001,64,0,0,0,0,2.1913743,3.6097932,-7.2558231,16.699755,7.4839439,12,3,0,3,1,0,6,139.39,593.40698,793.05402,46.277908,17.742489,413.15784,642.11096,"CC(=O)N1CCC(CN2CCC(n3cc(N=C(O)c4c(N)nn5cccnc45)c(-c4cc(Cl)ccc4OC(F)F)n3)CC2)CC1"
"Row14982_Row233293_Row15482_Row14982","CHEMBL3335680","IC50",92.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",5,0,9,0,40,4,9,22,10,0,0,14,0,0,18,0,6,2,0,0,3,0.125,10,42,2,24,5,0.20833333,30,0,1,1,0,-0.093704186,-0.092221551,-2.3904538,8.3127766,2.8310478,8,3,1,0,0,0,3,103.01,299.6459,390.43863,32.816418,11.365152,171.43106,302.33798,"CC(=O)N1CCCC(NC(=O)Nc2cnc3[nH]ccc3n2)C1"
"Row14983_Row263778_Row15483_Row14983","CHEMBL3639640","IC50",0.1466,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",5,0,15,0,48,3,8,27,17,0,0,19,1,0,21,0,6,1,0,0,4,0.13333334,16,51,1,30,4,0.13333334,34,0,1,1,0,2.2105324,2.2803981,-4.7163835,10.594005,3.7766116,7,2,1,0,0,0,4,86.800003,363.33856,494.82693,24.932074,5.6825762,266.35733,384.871,"CC(=O)N1CCCC(Nc2nc(C)ccc2-c2cnc3[nH]cc(Cl)c3n2)C1"
"Row14984_Row263780_Row15484_Row14984","CHEMBL3665145","IC50",0.0876,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",5,0,15,0,48,3,8,26,16,0,0,19,0,0,22,0,6,1,0,0,4,0.13793103,16,51,1,29,4,0.13793103,34,0,1,1,0,1.5181719,1.6099403,-4.0442381,10.167555,3.1462543,7,2,1,0,0,0,4,86.800003,345.75717,478.871,24.932074,5.6825762,248.06415,350.42599,"CC(=O)N1CCCC(Nc2nc(C)ccc2-c2cnc3[nH]ccc3n2)C1"
"Row15020_Row264455_Row15520_Row15020","CHEMBL3665129","IC50",0.0191,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",5,0,15,0,48,3,8,26,16,0,0,19,0,0,22,0,6,1,0,0,4,0.13793103,16,51,1,29,4,0.13793103,34,0,1,1,0,1.6003338,1.6414675,-4.0342484,10.167562,3.3055334,7,2,1,0,0,0,4,86.800003,345.75717,478.871,24.932074,5.6825762,248.06415,350.42599,"CC(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1"
"Row15062_Row264486_Row15562_Row15062","CHEMBL3665164","IC50",10.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",6,0,15,0,44,4,10,25,14,0,0,17,0,0,19,0,7,1,0,0,4,0.14285715,16,47,1,28,4,0.14285715,30,0,1,1,0,0.69077021,0.873169,-3.60534,9.5928984,2.9034739,8,2,1,0,0,0,4,99.690002,325.16428,444.5542,24.932074,5.6825762,216.44716,337.38699,"CC(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ncc3n2)C1"
"Row15063_Row264440_Row15563_Row15063","CHEMBL3665169","IC50",10.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",5,0,15,0,45,3,8,25,15,0,0,18,0,0,20,0,6,1,0,0,4,0.14285715,16,48,1,28,4,0.14285715,31,0,1,1,0,1.3878019,1.4019799,-3.8156965,9.7135439,2.9367812,7,2,1,0,0,0,4,86.800003,328.52509,454.4418,24.932074,5.6825762,232.25565,336.39899,"CC(=O)N1CCCC(Nc2ncccc2-c2cnc3cc[nH]c3n2)C1"
"Row15064_Row264436_Row15564_Row15064","CHEMBL3665166","IC50",10.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",4,0,15,0,48,1,5,26,16,0,0,19,0,0,22,0,6,1,0,0,4,0.13793103,16,51,1,29,4,0.13793103,34,0,1,1,0,1.9596527,1.9756833,-4.2297502,10.167983,3.1462543,7,1,1,0,0,0,4,75.940002,355.80402,480.48676,30.614649,5.6825762,266.15512,350.42599,"CC(=O)N1CCCC(Nc2ncccc2-c2cnc3ccn(C)c3n2)C1"
"Row15081_Row264456_Row15581_Row15081","CHEMBL3665123","IC50",0.0228,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",5,0,15,0,45,3,8,25,15,0,0,18,0,0,20,0,6,1,0,0,4,0.14285715,16,48,1,28,4,0.14285715,31,0,1,1,0,1.3494325,1.390399,-3.8083742,9.7131729,2.9367812,7,2,1,0,0,0,4,86.800003,328.52509,454.4418,24.932074,5.6825762,232.25565,336.39899,"CC(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1"
"Row15355_Row447115_Row15855_Row15355","CHEMBL3926117","IC50",1.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",7,0,11,0,64,3,10,35,19,0,0,23,0,0,29,0,7,4,0,1,7,0.18421052,11,67,2,38,8,0.21052632,53,1,2,2,0,1.6096252,1.8230433,-4.9262676,13.333113,6.2642884,11,3,1,1,0,0,4,155.41,487.13159,632.40155,72.746971,5.6825762,279.37473,499.59598,"CC(=O)N1CCN(S(=O)(=O)c2ccc(Nc3nn(C4CCCCC4C#N)cc3C(=N)O)cc2)CC1"
"Row15560_Row412683_Row16060_Row15560","CHEMBL2181325","IC50",120.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",5,0,18,0,67,1,6,36,26,0,0,28,0,0,31,0,5,3,0,0,2,0.050000001,18,71,2,40,2,0.050000001,51,0,0,0,0,3.5489199,3.5491426,-5.9553752,13.959766,5.6368513,8,1,1,0,0,0,5,79.82,492.62955,674.71735,29.939585,5.6825762,403.9491,485.58798,"CC(=O)N1CCN(c2ccc3cc2COCC=CCOCc2cccc(c2)-c2ccnc(n2)N3)CC1"
"Row15771_Row264457_Row16271_Row15771","CHEMBL3665126","IC50",0.0397,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",5,0,15,0,42,3,8,24,14,0,0,17,0,0,18,0,6,1,0,0,4,0.14814815,16,45,1,27,4,0.14814815,28,0,1,1,0,1.1111319,1.1515607,-3.5902934,9.2587757,2.5881505,7,2,1,0,0,0,4,86.800003,311.293,430.01263,24.932074,5.6825762,216.44716,322.37198,"CC(=O)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1"
"Row18373_Row218801_Row18873_Row18373","CHEMBL2376440","IC50",446.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",7,0,15,0,70,4,11,39,22,0,0,28,0,0,31,0,7,4,0,0,7,0.1627907,16,74,3,43,11,0.25581396,54,1,2,2,0,2.4364173,2.4364233,-6.0056119,14.715908,5.1080055,11,3,0,2,0,0,5,153.10001,518.409,699.79095,64.125832,11.365152,315.26563,529.60101,"CC(=O)NC1CCc2ccc(Oc3cnc4[nH]cc(C(=O)NC(C(=O)N5CC(C#N)C5)C(C)(C)C)c4n3)cc21"
"Row18374_Row218803_Row18874_Row18374","CHEMBL2376439","IC50",39.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",7,0,15,0,65,4,11,38,21,0,0,27,0,0,27,0,7,4,0,0,8,0.18604651,16,70,3,43,11,0.25581396,50,1,2,2,0,1.6319933,1.6319993,-5.5813184,14.091692,4.5195279,11,3,0,2,0,0,6,153.10001,462.50705,661.4657,64.125832,11.365152,260.86581,513.55798,"CC(=O)NC1CCc2ccc(Oc3cnc4[nH]cc(C(=O)NC(C(=O)N5CC(C#N)C5)C5CC5)c4n3)cc21"
"Row20012_Row162294_Row20512_Row20012","CHEMBL2208030","IC50",980.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",4,0,18,0,55,2,6,30,21,0,0,23,0,0,25,0,5,2,0,0,5,0.15151516,18,58,1,33,6,0.18181819,39,0,0,0,0,3.2134986,3.2156398,-5.2159686,11.783096,4.2488313,7,2,1,0,0,0,4,79.379997,411.46564,560.09204,27.435829,11.365152,321.51559,403.48599,"CC(=O)Nc1ccc(-c2cc(C)nc(Nc3ccc(N4CCOCC4)cc3)n2)cc1"
"Row20016_Row162305_Row20516_Row20016","CHEMBL2208026","IC50",980.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",4,0,18,0,52,2,6,29,19,0,0,22,0,0,23,0,5,2,0,0,5,0.15625,18,55,1,32,6,0.1875,36,0,0,0,0,2.9502146,2.9689212,-4.9458332,11.328301,4.0301008,7,2,1,0,0,0,4,79.379997,394.23355,535.6629,27.435829,11.365152,285.40759,389.45898,"CC(=O)Nc1ccc(-c2cc(Nc3ccc(N4CCOCC4)cc3)ncn2)cc1"
"Row20043_Row162298_Row20543_Row20043","CHEMBL2207762","IC50",980.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",4,0,18,0,59,3,7,34,24,0,0,25,2,0,25,0,5,2,0,0,6,0.16216215,18,62,2,37,8,0.21621622,42,0,2,2,0,4.8618994,4.8637109,-7.0194521,13.498106,6.2755151,7,3,1,1,0,0,4,96.010002,460.83539,629.76398,38.498993,17.047728,338.82855,498.414,"CC(=O)Nc1ccc(-c2ccnc(NC3CCCC(NC(=O)c4c(Cl)cccc4Cl)C3)n2)cc1"
"Row20044_Row162297_Row20544_Row20044","CHEMBL2207761","IC50",104.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",4,0,18,0,52,3,7,31,21,0,0,22,2,0,21,0,5,2,0,0,8,0.24242425,18,54,2,33,10,0.30303031,34,0,0,0,0,4.5755939,4.577363,-6.4553547,12.30478,6.2049236,7,3,1,0,0,0,3,96.010002,437.76263,570.3725,38.498993,17.047728,318.603,458.349,"CC(=O)Nc1ccc(-c2ccnc(NCCCNC(=O)c3c(Cl)cccc3Cl)n2)cc1"
"Row20045_Row162301_Row20545_Row20045","CHEMBL1077458","IC50",974.7,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",4,0,18,0,52,2,6,29,20,0,0,22,0,0,23,0,5,2,0,0,5,0.15625,18,55,1,32,6,0.1875,36,0,0,0,0,2.996273,2.9967947,-4.97894,11.328716,4.0301008,7,2,1,0,0,0,4,79.379997,394.23355,535.6629,27.435829,11.365152,305.70712,389.45898,"CC(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1"
"Row20046_Row182341_Row20546_Row20046","CHEMBL2207764","IC50",763.0,"nM","CHEMBL2971","Homo sapiens","Tyrosine-protein kinase JAK2",4,0,24,0,53,3,7,34,24,0,0,25,2,0,19,0,5,2,0,0,6,0.16216215,24,56,2,37,8,0.21621622,30,0,0,0,0,6.3279996,6.3283901,-8.0303574,13.456599,5.3636723,7,3,1,1,0,0,4,96.010002,456.56464,612.05884,38.498993,17.047728,338.82855,492.366,"CC(=O)Nc1ccc(-c2ccnc(Nc3cccc(NC(=O)c4c(Cl)cccc4Cl)c3)n2)cc1"
